Windfarm Id,Name,OtherNames,Country Name,Windfarm Status,Round/Category,Region,Comments,Website,Most Recent Lifecycle Event,Offshore Construction Starts,Submit Consent Application,Financial Close,First Power,Estimated COD,COD,Owners,Developers,Operators,Capacity MW (Max),Num Turbines (Max),Total # of Turbines,Turbine Description,# of Turbine 1,Turbine 1 OEM,Turbine 1 Model,Turbine 1 Estimated,Turbine 1 Drive Train,Turbine 1 Capacity MW,TotalTurbine 1 HeightM,HubHeight 1 M,RotorDiam 1 M,# of Turbine 2,Turbine 2 OEM ,Turbine 2 Model,Turbine 2 Estimated,Turbine 2 Drive Train,Turbine 2 Capacity MW,TotalTurbine 2 Height,HubHeight 2 ,RotorDiam 2 M,Others,Foundation Description,Total # of Foundations,# of Foundation 1,FoundationType 1,Foundation Tech 1,# of Foundation 2,Foundation Type 2,Foundation Tech 2,Foundation Comments,CAPEX,ProjectCost Mill,ProjectCost Currency,WaterDepthM (Min),WaterDepthM (Max),DevDepthM (Min),DevDepthM (Max),DistanceFrom ShoreQuoted,DistanceFrom ShoreAuto,WindSpeed1m (m/s),AreaSqKm,Lat,Lon,Sea Name,GeoRegion,Estimated Location,Installation Base,Ops and Maintenance,NumOffshore Substations,SharedPlatformType,GridConnection Point,LandingPoint,AC_NumCables,AC_AverageLengthCableKm,AC_AdditionalRequirementsKm,AC_NominalVoltageKV,AC_MaximumVoltageKV,AC_SectionMM2,DC_NumCables,DC_AverageLengthCableKm,DC_AdditionalRequirementsKm,DC_NominalVoltageKV,DC_MaximumVoltageKV,DC_SectionMM2,ExportCableComments,CableLengthKm,NominalVoltageKV_A,MaximumVoltageKV_A,SectionMM2_A,Comments_A,Num Cables,AverageLengthCableKm_O,Comments_O,ExpectedLife Years
UK1Q,Rhiannon Wind Farm,"Zone 9, Irish Sea South East Potential Development Area, Celtic Array Rhiannon",United Kingdom,On Hold/Canceled,Round 3,"Wales, North","Multiple offshore HVAC stations.  Not yet determined whether HVDC offshore transmission will be incorporated. It is unlikely that HVDC will be used but it is considered the maximum worst case scenario. A HVAC transmission system would consist of up to 8 HVAC collector substations, AC array cables and up to 12 transmission cables. A HVDC transmission system would consist of up to 8 HVAC collector substations, up to 4 HVDC converter stations, AC array cables, HVAC cables from the HVAC collector stations to the HVDC converter stations and up to 12 transmission cables.   Number of met masts = 1  Turbine numbers 146 x 15MW to 440 x 4 or 5MW. Rotor diamter 140-265, hub height 115-178 and total tip height 185-310.    July 2014 The Crown Estate invited all Round 3 developers to revise the terms of their agreement as the projects transition from zone appraisals to project development. This could mean that zone development agreements are replaced with project specific contractural agreements.",http://www.centrica.com/celticarray/index.asp?section=Rhiannon#tabcontent,"31 Jul 2014: The developers, Centrica and DONG, and the Crown Estate have agreed that the developers will cease development on the entire zone and terminate their seabed rights. The assessment of the zone has shown challenging ground conditions which using current technology make the project economically unviable. There are no plans to re-offer the zone to the market.",,,,,,,"Centrica Renewable Energy Limited,Ørsted A/S (formerly DONG Energy AS)",Celtic Array Limited,,2200,440,440,TBD,,,,,,15,,185,,,,,,,,,,,,Grounded: ,440,,,,,,,Various options under consideration including hybrids.,,,,36,66,36,83,19,29,9.81,497.32,53.676,-4.238,Irish Sea,Europe,NO,,,8,,"Rhosgoch, Anglesey",Anglesey between Bull Bay and Port Lynas,12,41.08,,132,400,,,,,,,,493km of export cabling will be used regardless of using either a HVAC system or a HVDC system. In a HVDC system there will be both HVAC export cabling and HVDC transmission cabling.,1020,,66,1000,,30,0,Land fall and grid connection point to be decided,25
UK47,Aberdeen Offshore Wind Farm (EOWDC),"Aberdeen Bay, European Offshore Wind Deployment Centre - EOWDC",United Kingdom,Installed,,"Scotland, Grampian",MHI Vestas specially designed the V164-8.4 MW and V164-8.8 MW turbines. The  turbines will be the first V164 models installed on a jacket foundation and utilising suction buckets and the 'short tower' option. The project will also be the first to validate 66kV technology.,http://www.vattenfall.co.uk/en/aberdeen-bay.htm,"07 Jan 2019: During strong winds (67mph) the turbines completed six second rotations, reaching 200mph speeds.    ",25-Mar-18,11-Aug-11,21-Jul-16,2018,0,2018,Vattenfall Wind Power Ltd,Aberdeen Offshore Wind Ltd,,93.2,11,11,"V164-8.0 MW (MHI Vestas Offshore Wind), MHI Vestas specially designed  9xV164-8.4 MW turbines and  2x V164-8.8 MW turbines.",,MHI Vestas Offshore Wind,V164-8.0 MW,,Geared,8.8,191,120,164,,,,,,,,,,MHI Vestas specially designed  9xV164-8.4 MW turbines and  2x V164-8.8 MW turbines.,Grounded: Jacket (Suction Bucket),11,,Grounded,Suction Bucket,,,,"Three legged jacket with suction anchor foundations.   Jackets (inc buckets): footprint 77x37x37m, weight 1020-1240t.   Suction bucket anchors:diameter of 9.5 meters, height up to 15 meters and weight from 140 to 195 tons.",GBP 335m,GBP,335,20,30,19,32,2.4,2,9.98,19.97,57.226,-1.997,"North Sea, Northern North Sea (Cromarty)",Europe,NO,"Pre-assembly of the turbines will take place in Esbjerg, Denmark. Jackets from Flushing (NL)",Aberdeen,0,,"Blackdog, Aberdeenshire",Hareburn Terrace,2,6.5,,66,,,,,,,,,,13,66,,,Ten array cables will connect the turbines.,,0.8,,20
UK01,Barrow,BOWL (Barrow Offshore Windfarms Ltd),United Kingdom,Installed,Round 1,"England, North West",CAPEX cost excludes OFTO cost: please see the relevant stakeholder entry for OFTO cost.,https://orsted.co.uk/en/Generating-energy/Offshore-wind/Our-wind-farms,"08 Aug 2017: Dive operations at the offshore substation began on this date. Work was originally  scheduled for 2nd August but delayed due to bad weather conditions, Yorkshire Lady is the dive platform/support vessel and will be supported by CTV Katabatic. Work lasted 2 days and was completed on 10th August.",1-May-05,1-Feb-02,,2006,0,2006,Ørsted Power (UK) Limited,Barrow Offshore Wind Limited,Barrow Offshore Wind Limited,90,30,30,V90-3.0 MW Offshore (Vestas),,Vestas,V90-3.0 MW Offshore,,Geared,3,120,75,90,,,,,,,,,,,Grounded: Monopile,30,,Grounded,Monopile,,,,,GBP 123m,GBP,123,12,16,15,20,7.5,12,9.79,9.99,53.991,-3.296,Irish Sea,Europe,NO,Belfast,Barrow,1,,Heysham,Heysham,1,27,,132,145,300,,,,,,,132kV cross-linked 3 core polyethylene (XLPE),25,33,36,120/300,,3,3,,20
UK53,Beatrice,BOWL,United Kingdom,Under Construction,Scottish Territorial Waters 1,"Scotland, Highland","The draft decommissioning programme, released in September 2015, revealed a downsizing of the project to 588MW. Siemens will also implement two of its new Offshore Transformer Modules (OTMs) which will collect the generated electricity for transmission to shore by two export cables.The support structures for the OTMs will be identical to those used for the wind turbines.    According to the triton knoll ROI analysis by NEF, the investments in Beatrice Offshore Windfarm ltd. Is expected to total £2.6bn. Providing 18,100 jobs and an estimated additional £1.13bn to the UK GDP.",http://www.sse.com/Beatrice/,01 Feb 2019: Ofgem to complete the EPQ bidding and evaluation phase of the OFTO tender process in Q1 2019. ,27-Mar-17,28-Feb-12,23-May-16,2018,1,2019,"SSE Renewables (formerly Airtricity),Copenhagen Infrastructure Partners,Red Rock Power Limited",Beatrice Offshore Windfarm Limited,,588,84,84,SWT-7.0-154 (Siemens Gamesa),,Siemens Gamesa,SWT-7.0-154,,Direct Drive,7,198.4,110,154,,,,,,,,,,,Grounded: Jacket (Piled),84,,Grounded,Jacket,,,,"The 4-legged jackets measure between 68 and 81m high and weigh an average of around 1,000 to 1,150 tons.",GBP 2600m,GBP,2600,35,50,35,55,13.5,18,10.06,131.33,58.254,-2.885,"North Sea, Northern North Sea (Cromarty)",Europe,NO,"Sassnitz, Nigg (construction and marshalling port and will store, pre-assemble and prepare the wind turbines ahead of installation offshore)","Primary - Wick Harbour, Contingency - Buckie",2,,New substation at Blackhillock adjacent to existing substation.,West of Portgordon,2,70,1,220,,1200,,,,,,,Export cable corridor varies between 575-1054m in width. A 1.5km interconnector cable will connect the two Offshore Transformer Modules (OTMs).,163,33,,630,3-core 33kV armoured submarine cable consisting of:   - 42 type 1 (cross-sectional area of 630mm2)   - 48 type 2 (cross-sectional area of 400mm2),2,18.6,,25
UK22,Scarweather Sands,,United Kingdom,On Hold/Canceled,Round 1,"Wales, South",Area is max possible area,,"03 Dec 2009: The project was seen as not commercially viable. The developers, DONG Energy & E.ON, stated that the projects conditions were to blame. These included challenging seabed conditions, the relatively poor wind speed and restrictions on turbine height.",,,,,,,"E.ON Climate &amp; Renewables UK Ltd,Ørsted Power (UK) Limited",Scarweather Sands Ltd,,108,30,30,TBD,,,,,,3.6,,,,,,,,,,,,,,Grounded: Monopile,30,,,,,,,,,,,3,16,4,16,5,8,,9.9,51.485,-3.853,Bristol Channel (Lundy),Europe,NO,,,0,,,,3,8,,33,,,,,,,,,,28,33,,,,,,,
UK46,Beatrice Demonstration,,United Kingdom,Decommissioned,Deepwater Demonstration,"Scotland, Highland",,http://www.beatricewind.co.uk/,01 Jan 2016: The oil field and turbines in the early stages of planning for decommissioning.,1-Jan-06,1-Jan-05,,2007,,2007,"Scottish and Southern Energy (SSE),Talisman Energy (UK) Ltd","Scottish and Southern Energy (SSE),Talisman Energy (UK) Ltd","Scottish and Southern Energy (SSE),Talisman Energy (UK) Ltd",10,2,2,5M (Senvion),2,Senvion,5M,,Geared,5.075,170,107,126,,,,,,,,,,,Grounded: Jacket (Piled),2,,Grounded,Jacket,,,,"760t, 70m jacket with 4x120t 44m piles. ",EUR 41m,EUR,41,45,45,,45,23,24,9.97,0.72,58.099,-3.078,"North Sea, Northern North Sea (Cromarty)",Europe,NO,"Nigg (Turbine pre-assembly), Cromarty Firth",Buckie,0,,Via existing 33kV cable from Tallsman Beatrice A Platform Complex,,1,1.92,,33,,70,,,,,,,,0.97,33,,70,970 m between the turbines and 1920 m from WTG A to the platform.,,,33kV,5
UK45,Blyth,,United Kingdom,Decommissioned,Round 1,"England, North East",,http://www.eonenergy.com/About-eon/our-company/generation/our-current-portfolio/wind/offshore/blyth,31 Dec 2018: Decommissioning of the project expected during 2018.,23-Aug-00,1-Jan-99,,2000,,2000,E.ON Climate &amp; Renewables UK Ltd,"E.ON Climate &amp; Renewables UK Ltd,AMEC Wind Energy Ltd,Nuon,Shell Wind Energy Ltd",Blyth Offshore Wind Ltd,4,2,2,V66-2MW (Vestas),,Vestas,V66-2MW,,Geared,2,95,62,66,,,,,,,,,,,Grounded: Monopile,2,,Grounded,Monopile,,,,,EUR 6m,EUR,6,5,5,6,11,1,1,9.46,0,55.136,-1.49,"North Sea, Northern North Sea (Tyne)",Europe,NO,"Howdon Yard, River Tyne",Blyth,0,,Blyth,Blyth,1,1,,11,,70,,,,,,,Double Wire Armoured,0.5,11,,70,Double Wire Armoured,,,,
UK1Y,Dounreay Floating Offshore Wind Development Centre (DFOWDC),,United Kingdom,On Hold/Canceled,Demonstration - Hub,"Scotland, Highland","Site is being developed to test prototype floating offshore wind technologies.    July 2015 - DBD SYSTEMS, LLC are to test their ECO TLP foundation and Floating Power Plant A/S are to test their hybrid wind & wave P80 system.    Area was identified as a potential location for a future test site in the Draft Regional Locational Guidance as part of the Sectoral Marine Plan for Offshore Wind Energy Development in Scotland.",http://www.gov.scot/Topics/marine/Licensing/marine/scoping/dfowdc,01 Aug 2016: Marine Scotland has stated that the Dounreay Floating Offshore Wind  Development Centre (DFOWDC) has withdrawn from the consenting process. DFOWDC may not proceed without proper consent authorisation and therefore it is certain that the development has been cancelled.,,,,,,,Highlands and Islands Enterprise,Highlands and Islands Enterprise,,30,5,5,TBD,,,,,,6,175,100,150,,,,,,,,,,,Floating: ,5,,,,,,,,,,,55,100,60,110,3.7,9,11.19,69.22,58.649,-3.845,Scottish Continental Shelf (Fair Isle),Europe,NO,,,1,,Dounreay,Dounreay,2,,,,,,,,,,,,,,,,,,,,,
UK2P,ECO TLP - (DFOWDC),Dounreay Floating Offshore Wind Development Centre,United Kingdom,On Hold/Canceled,Demonstrator,"Scotland, Highland","The ECO TLP™ is a Tension Leg Platform design suitable for use in depths of up to 100m and constructed largely from concrete. The ECO TLP, the associated gravity anchor and installation process incorporate many features that contribute to lowering costs. The primary structural element would be concrete, produced using the “slip form” construction method. The platform and the gravity anchor would be constructed on a specially designed Construction/Deployment/Dry-dock (CDD) barge. Preliminary tests show that the foundation could support a 6MW turbine, in waters with wave heights of 15.24m and depths of 100m.",http://www.ecotlp.com/home.html,01 Aug 2016: Marine Scotland has stated that the Dounreay Floating Offshore Wind  Development Centre (DFOWDC) has withdrawn from the consenting process. DFOWDC may not proceed without proper consent authorisation and therefore ECO TLP will not be able to progress with its offshore demonstrator (unless a new project site is identified independent of the DFOWDC).,,,,,,,"DBD SYSTEMS, LLC","DBD SYSTEMS, LLC,MOCEAN OFFSHORE BV,Ewindfarm Inc",,2,1,1,TBD,,,,,,2,,,,,,,,,,,,,,Floating: Tension Leg Platform,1,,,,,,,ECO TLP,,,,76,76,,,,8,11.19,,58.653,-3.818,Scottish Continental Shelf (Fair Isle),Europe,NO,,,0,,Will connect via Dounreay Test Hub,Will connect via Dounreay Test Hub,,,,,,,,,,,,,,,,,,,,,,
UK70,Blyth Offshore Demonstrator Project - Array 2,"NaREC Offshore Wind Demonstration Project, BOD",United Kingdom,Installed,Demonstration,"England, North East","Test site owned by EDF for the testing of foundation technologies for their offshore wind farm projects.    The first stage of construction will focus on the development of ‘Array 2’ section of the wind farm (an arrangement of turbines closest to shore), requiring site investigations, design and procurement activities covering the installation of five turbines and the associated electrical cable which would connect to the electrical grid on shore.",http://www.edf-er.com/OurProjects/Proposed/BlythOffshore.aspx,02 Oct 2018: Predictive maintenance provider signs 3-year contract with EDF Renewables at Blyth Offshore Demonstrator wind farm to monitor their largest operational wind turbines.,11-Jul-17,28-Mar-12,7-Jun-16,2017,0,2018,EDF Energies Nouvelles Group,EDF Energy Renewables,,41.5,5,5,V164-8.0 MW (MHI Vestas Offshore Wind),,MHI Vestas Offshore Wind,V164-8.0 MW,,Geared,8.3,191.5,109.5,164,,,,,,,,,,,Grounded: Gravity-Base,5,,Grounded,Gravity-Base,,,,"A hybrid of a steel reinforced concrete foundation, with a steel monopile.  Height: 60m  Base Diameter: 30m  On bottom weight: 15,000 tonnes",GBP 145m,GBP,145,29,39,36,42,5.7,6,9.46,,55.131,-1.402,"North Sea, Northern North Sea (Tyne)",Europe,NO,Esbjerg,Blyth,0,,33kV/66kV substation at Former Blyth Power Station (Northern Electric Distribution Limited (NEDL)),Cambois,1,7.2,,,66,,,,,,,,The 66kV cable is expected to have a diameter of 127mm and contingency for route planning could result in up to 5% of additional length on the export cable.,5,66,,,The 66kV cables are expected to have a diameter of 127mm and contingency for route planning could result in up to 10% of additional length across all array cables.,,0.5,Connect to old Blyth Power Station,22
UK79,Blyth Offshore Demonstrator Project - Array 3A & 4,NaREC Offshore Wind Demonstration Project,United Kingdom,Approved,Demonstration,"England, North East","Test site owned by EDF for the testing of foundation technologies for their offshore wind farm projects. Blyth Offshore Demonstrator Project may not exceed a total of 99.9MW, including Array 2, therefore Array 3A and 4 will not exceed 58.4MW at no more than ten turbine locations.",http://www.edf-er.com/OurProjects/Proposed/BlythOffshore.aspx,04 Oct 2018: An amendment to the Marine Licence would likely be required for the additional arrays to proceed as consent conditions require construction to commence prior to October 2018.,,28-Mar-12,,,,,EDF Energies Nouvelles Group,EDF Energy Renewables,,58.4,10,10,TBD,,,,,,8.5,,,,,,,,,,,,,,Grounded: ,10,,Grounded,,,,,,GBP 205m,GBP,205,43,54,43,58,13.8,10,9.51,,55.185,-1.353,"North Sea, Northern North Sea (Tyne)",Europe,NO,,,,,,,2,,,66,,,,,,,,,,,66,,,,,,,
UK02,Burbo Bank,Crosby Flats,United Kingdom,Installed,Round 1,"England, North West",,http://www.burbobank.co.uk/en,30 Mar 2018: MPI Adventure scheduled to arrive on site to carry out a component exchange at Turbine position BB32. Work expected to take 36 hours.,10-Jun-06,1-Sep-02,31-Dec-05,2007,0,2007,Ørsted Power (UK) Limited,Ørsted Burbo Extension Holding Ltd.,Ørsted Burbo Extension Holding Ltd.,90,25,25,SWT-3.6-107 (Siemens),,Siemens,SWT-3.6-107,,Geared,3.6,137,83.5,107,,,,,,,,,,,Grounded: Monopile,25,,Grounded,Monopile,,,,,EUR 181m,EUR,181,0.2,5.4,0.5,8,6.4,8,9.78,9.94,53.489,-3.187,Irish Sea,Europe,NO,Mostyn,"Liverpool harbour, Seacombe (Future)",0,,Wallasey,Wallasey,3,8.4,,33,36,,,,,,,,XLPE armoured 36kV 3-core AC cable,14.8,33,36,,XLPE(cross-linked polyethylene) armoured 36kV 3-core AC cable,3,3.5,33kV,20
UK59,Burbo Bank Extension,Burbo Bank 2,United Kingdom,Installed,Round 2.5,"England, North West","This is the first offshore wind farm project to be built using energy yield calculations based on wind resource data collected from a floating lidar.    Ofgem's Tender Round 4 will select an OFTO for Burbo Bank Extension's offshore transmission assets, valued in the region of £230.2 million. Tender Round 4 has been described as a 'bridge' between Round 3 and Round 5, only consisting of a single project. The Round will commence in April 2016, as initial documentation becomes available, anticipating a preferred supplier to be announced in March 2017.",http://www.burbobankextension.co.uk/,31 Dec 2018: NEC Energy Solutions will begin construction in May for the Carnegie Road battery storage project which is due to be operational by the end of 2018. ,6-Jun-16,22-Mar-13,19-Dec-14,2016,0,2017,"Ørsted (UK) Limited,PKA A/S,Kirkbi A/S",Ørsted (UK) Limited,Ørsted (UK) Limited,254.2,32,32,V164-8.0 MW (MHI Vestas Offshore Wind),,MHI Vestas Offshore Wind,V164-8.0 MW,,Geared,8,187,105,164,,,,,,,,,,,Grounded: Monopile,32,,Grounded,Monopile,,,,"Foundations are between 400-600 tons.  TPs are 23m tall, 6.5m diameter and weigh 450t.",GBP 800m,GBP,800,3.2,13.9,3.5,17,6,11,9.78,39.64,53.484,-3.273,Irish Sea,Europe,NO,"Cammell Laird, Birkenhead, Liverpool",Seacombe (Future),1,,NGET Bodelwyddan 400kV Substation,Between Rhyl and Prestatyn,1,26,,220,,,,,,,,,,65,34,,,Will require eight array cable strings to connect the turbines to the offshore substation. 32 array cables.,3,10.5,220kV,25
UK80,Dogger Bank - Creyke Beck A,"Zone 3, Project One",United Kingdom,Approved,Round 3,"England, North East","The consent application submitted for Creyke Beck allows for up to 400 wind turbines in total, therefore currently 200 have been split across the two phases until further information is available.    July 2014 The Crown Estate invited all Round 3 developers to revise the terms of their agreement as the projects transition from zone appraisals to project development. This could mean that zone development agreements are replaced with project specific contractural agreements.",http://www.forewind.co.uk/projects/dogger-bank-creyke-beck.html,"01 Nov 2018: BEIS published the Draft HRA document relating to the review of consents for the Southern North Sea cSAC/SCI (candidate Special Area of Conservation / Site of Community Importance) designation. This was originally due to be published mid-2018 but was delayed.    Context:   In January 2017 the Southern North Sea cSAC/SCI (candidate Special Area of Conservation / Site of Community Importance) was designated for the protection of harbour porpoise. When a new SAC is designated there is a statutory requirement for a review to be undertaken of certain projects, the consents for which were issued prior to the date of designation. As part of the review a Habitats Regulations Assessment (HRA) is required to determine any potential adverse effects of consented offshore wind farms on the Southern North Sea SCI/cSAC. The HRA is being undertaken by Department for Business, Energy and Industrial Strategy (BEIS) and the Marine Management Organisation (MMO).    Eleven offshore wind farms were identified as meeting the criteria required by the regulations for a review of their consents to be undertaken (Dudgeon, Greater Gabbard, Galloper, Hornsea Project One, Hornsea Two, East Anglia One, Triton Knoll, Creyke Beck A and B, Teesside A and B).     Hornsea Project One, East Anglia One and Triton Knoll, East Anglia Three have already been subjected to a HRA that included an assessment of the potential impacts on the qualifying features of the Southern North Sea SCI. Hence the remaining projects included in the HRA assessment include Dudgeon, Greater Gabbard, Galloper, Creyke Beck A and B, Teesside B.    The conclusion of the draft HRA, published 1st November 2018,  is that the consented offshore wind farms considered will not have an adverse effect on the SCI/cSAC either alone or in combination with other plans and projects provided that the parameters of each farm as assessed by the HRA are not exceeded. It is proposed that each relevant project’s marine licence be modified by inserting a suitable pre-construction condition (requiring a Site Integrity Plan (SIP)). The effect of the SIP would be to limit the windfarms to the parameters that have been assessed by this draft HRA. If these parameters are exceeded, then further assessment would be required. In such a circumstance, the project could only proceed if the MMO, in consultation with relevant bodies, has satisfied itself that the site would not be adversely affected.     BEIS invites statutory nature conservation bodies, non-governmental organisations, offshore wind farm representatives and any other interested parties to comment on the draft HRA. The deadline for responses is 13th December 2018.",1-Jan-24,29-Aug-13,1-Jan-20,,,,"Equinor ASA (previously Statoil ASA),SSE Renewables (formerly Airtricity)",Forewind,,1200,200,200,TBD,,,,,,10,,,215,,,,,,,,,,,Grounded: Monopile,200,,Grounded,Monopile,,,,"Considering monopole, multi-leg and gravity based options.",,,,18.3,25,20,35,131,148,9.66,515.2,54.769,1.909,"North Sea, Southern North Sea (Dogger)",Europe,NO,,,3,,The converter station would be north of the A1079 between Beverley and Cottingham in the East Riding of Yorkshire. The cable route would then connect to the National Grid at the existing substation at Creyke Beck.,Between Barmstone and Ulrome.,6,15.27,320,220,,,2,174,,245,,,A total of 950 km of HVAC inter array cabling will connect the wind turbines to the offshore collector platforms. A further 320 km of HVAC inter-platform cables will connect the collector platforms to the converter platform. From the converter platform an estimated 420 km of HVDC export cable will connect Creyke Beck A to the transition bays at the onshore landfall.,950,,,,,,32,30km of HVDC connection and a further 2km once converted to HVAC.,
UK0V,Dogger Bank - Creyke Beck B ,Zone 3,United Kingdom,Approved,Round 3,"England, North East","Dogger Bank Creyke's application to the government suggests a maximum of 4 substations for each project.     Creyke Beck is the first area to be developed in the Dogger Bank zone and is found within Tranche A.    The consent application submitted for Creyke Beck allows for up to 400 wind turbines in total, therefore currently 200 have been split across the two phases until further information is available.    July 2014 The Crown Estate invited all Round 3 developers to revise the terms of their agreement as the projects transition from zone appraisals to project development. This could mean that zone development agreements are replaced with project specific contractural agreements.",http://www.forewind.co.uk/projects/dogger-bank-creyke-beck.html,"01 Nov 2018: BEIS published the Draft HRA document relating to the review of consents for the Southern North Sea cSAC/SCI (candidate Special Area of Conservation / Site of Community Importance) designation. This was originally due to be published mid-2018 but was delayed.    Context:   In January 2017 the Southern North Sea cSAC/SCI (candidate Special Area of Conservation / Site of Community Importance) was designated for the protection of harbour porpoise. When a new SAC is designated there is a statutory requirement for a review to be undertaken of certain projects, the consents for which were issued prior to the date of designation. As part of the review a Habitats Regulations Assessment (HRA) is required to determine any potential adverse effects of consented offshore wind farms on the Southern North Sea SCI/cSAC. The HRA is being undertaken by Department for Business, Energy and Industrial Strategy (BEIS) and the Marine Management Organisation (MMO).    Eleven offshore wind farms were identified as meeting the criteria required by the regulations for a review of their consents to be undertaken (Dudgeon, Greater Gabbard, Galloper, Hornsea Project One, Hornsea Two, East Anglia One, Triton Knoll, Creyke Beck A and B, Teesside A and B).     Hornsea Project One, East Anglia One and Triton Knoll, East Anglia Three have already been subjected to a HRA that included an assessment of the potential impacts on the qualifying features of the Southern North Sea SCI. Hence the remaining projects included in the HRA assessment include Dudgeon, Greater Gabbard, Galloper, Creyke Beck A and B, Teesside B.    The conclusion of the draft HRA, published 1st November 2018,  is that the consented offshore wind farms considered will not have an adverse effect on the SCI/cSAC either alone or in combination with other plans and projects provided that the parameters of each farm as assessed by the HRA are not exceeded. It is proposed that each relevant project’s marine licence be modified by inserting a suitable pre-construction condition (requiring a Site Integrity Plan (SIP)). The effect of the SIP would be to limit the windfarms to the parameters that have been assessed by this draft HRA. If these parameters are exceeded, then further assessment would be required. In such a circumstance, the project could only proceed if the MMO, in consultation with relevant bodies, has satisfied itself that the site would not be adversely affected.     BEIS invites statutory nature conservation bodies, non-governmental organisations, offshore wind farm representatives and any other interested parties to comment on the draft HRA. The deadline for responses is 13th December 2018.",1-Jan-26,29-Aug-13,,,,,"Equinor ASA (previously Statoil ASA),SSE Renewables (formerly Airtricity)",Forewind,,1200,200,200,TBD,,,,,,10,,,,,,,,,,,,,,Grounded: Monopile,200,,Grounded,Monopile,,,,"Considering Monopiles, Jackets or GBS.",,,,20,33,20,35,131,149,9.73,598.91,54.977,1.68,"North Sea, Southern North Sea (Dogger)",Europe,NO,,,3,,The converter station would be north of the A1079 between Beverley and Cottingham in the East Riding of Yorkshire. The cable route would then connect to the National Grid at the existing substation at Creyke Beck.,Between Barmstone and Ulrome.,6,15.71,,220,,,2,174,,245,,,Dogger Bank will use HVDC to export electricity to the shore along transmission cables. HVAC will be used between the collector and converter stations. Cable length and number of cables has been estimated where it is not yet decided by the developer.,,,,,,,32,30km of HVDC connection and a further 2km once converted to HVAC.,
UK1F,Dogger Bank - Teesside A,"Zone 3, Lackenby A (Tranche B)",United Kingdom,Approved,Round 3,"England, North East",Forewind has grid connections for 4 x 1GW which landfall in the Teesside area.    Forewind will submit a combined application for Teesside A and Teesside B.    The final survey required for Forewind to complete its planned applications for the Dogger Bank Zone began on the 14th October 2013.    Rotor diameter range 167-215m. Maximum turbine height 267-315m.     2 accomodation or helicopter platforms.    Length of inter-platform cabling is 320km.    Maximum number of met masts is 5.    July 2014 The Crown Estate invited all Round 3 developers to revise the terms of their agreement as the projects transition from zone appraisals to project development. This could mean that zone development agreements are replaced with project specific contractural agreements.,http://www.forewind.co.uk/projects/dogger-bank-teeside.html,"01 Nov 2018: BEIS published the Draft HRA document relating to the review of consents for the Southern North Sea cSAC/SCI (candidate Special Area of Conservation / Site of Community Importance) designation. This was originally due to be published mid-2018 but was delayed.    Context:   In January 2017 the Southern North Sea cSAC/SCI (candidate Special Area of Conservation / Site of Community Importance) was designated for the protection of harbour porpoise. When a new SAC is designated there is a statutory requirement for a review to be undertaken of certain projects, the consents for which were issued prior to the date of designation. As part of the review a Habitats Regulations Assessment (HRA) is required to determine any potential adverse effects of consented offshore wind farms on the Southern North Sea SCI/cSAC. The HRA is being undertaken by Department for Business, Energy and Industrial Strategy (BEIS) and the Marine Management Organisation (MMO).    Eleven offshore wind farms were identified as meeting the criteria required by the regulations for a review of their consents to be undertaken (Dudgeon, Greater Gabbard, Galloper, Hornsea Project One, Hornsea Two, East Anglia One, Triton Knoll, Creyke Beck A and B, Teesside A and B).     Hornsea Project One, East Anglia One and Triton Knoll, East Anglia Three have already been subjected to a HRA that included an assessment of the potential impacts on the qualifying features of the Southern North Sea SCI. Hence the remaining projects included in the HRA assessment include Dudgeon, Greater Gabbard, Galloper, Creyke Beck A and B, Teesside B.    The conclusion of the draft HRA, published 1st November 2018,  is that the consented offshore wind farms considered will not have an adverse effect on the SCI/cSAC either alone or in combination with other plans and projects provided that the parameters of each farm as assessed by the HRA are not exceeded. It is proposed that each relevant project’s marine licence be modified by inserting a suitable pre-construction condition (requiring a Site Integrity Plan (SIP)). The effect of the SIP would be to limit the windfarms to the parameters that have been assessed by this draft HRA. If these parameters are exceeded, then further assessment would be required. In such a circumstance, the project could only proceed if the MMO, in consultation with relevant bodies, has satisfied itself that the site would not be adversely affected.     BEIS invites statutory nature conservation bodies, non-governmental organisations, offshore wind farm representatives and any other interested parties to comment on the draft HRA. The deadline for responses is 13th December 2018.",,28-Mar-14,,,,,"SSE Renewables (formerly Airtricity),Equinor ASA (previously Statoil ASA)",Forewind,,1200,200,200,TBD,,,,,,10,315,,215,,,,,,,,,,,Grounded: ,200,,Grounded,,,,,"Considering Monopiles, Jackets or GBS.",,,,21,30,22,35,196,214,9.77,561.79,55.04,2.822,"North Sea, Southern North Sea (Dogger)",Europe,NO,,,4,,Converter stations located within the Wilton International Industrial Complex,Between Redcar and Marske-by-the-Sea.,10,15.46,,,400,70686,2,260.5,,550,,,A total of 950 km of HVAC inter array cabling will connect the wind turbines to the offshore collector platforms. A further 320 km of HVAC inter-platform cables will connect the collector platforms to the converter platform. From the converter platform an estimated 573.2 km of HVDC export cable will connect Teesside A to the onshore landfall. ,950,,,,,3,6,,50
